product,itemCount,running_total
core.chargeable.advancemailsec,21,257697
core.chargeable.encrygateway,14,257711
core.chargeable.exchange,14,257725
core.chargeable.advancemailsec,14,257739
core.chargeable.exchange,1,257740
core.chargeable.advancemailsec,1,257741
core.chargeable.exchange,5,257746
core.chargeable.advancemailsec,5,257751
core.chargeable.exchange,26,257777
core.chargeable.archivemailbox,26,257803
core.chargeable.advancemailsec,26,257829
core.chargeable.exchange,42,257871
core.chargeable.archivemailbox,42,257913
core.chargeable.advancemailsec,42,257955
core.chargeable.exchange,15,257970
core.chargeable.advancemailsec,15,257985
core.chargeable.exchange,24,258009
core.chargeable.archivemailbox,24,258033
core.chargeable.advancemailsec,24,258057
core.chargeable.exchange,8,258065
core.chargeable.advancemailsec,8,258073
core.chargeable.exchange,12,258085
core.chargeable.advancemailsec,12,258097
core.chargeable.exchange,1,258098
core.chargeable.advancemailsec,1,258099
core.chargeable.exchange,4,258103
core.chargeable.advancemailsec,4,258107
core.chargeable.exchange,2,258109
core.chargeable.advancemailsec,2,258111
core.chargeable.exchange,9,258120
core.chargeable.advancemailsec,9,258129
core.chargeable.exchange,1,258130
core.chargeable.archivemailbox,1,258131
core.chargeable.advancemailsec,1,258132
core.chargeable.exchange,9,258141
core.chargeable.advancemailsec,9,258150
core.chargeable.exchange,10,258160
core.chargeable.advancemailsec,10,258170
core.chargeable.exchange,8,258178
core.chargeable.advancemailsec,8,258186
core.chargeable.exchange,4,258190
core.chargeable.advancemailsec,4,258194
core.chargeable.exchange,22,258216
core.chargeable.advancemailsec,22,258238
core.chargeable.exchange,1,258239
core.chargeable.advancemailsec,1,258240
core.chargeable.exchange,2,258242
core.chargeable.advancemailsec,2,258244
core.chargeable.exchange,9,258253
core.chargeable.advancemailsec,9,258262
core.chargeable.exchange,24,258286
core.chargeable.advancemailsec,24,258310
core.chargeable.exchange,6,258316
core.chargeable.archivemailbox,6,258322
core.chargeable.advancemailsec,6,258328
core.chargeable.encrygateway,11,258339
core.chargeable.exchange,11,258350
core.chargeable.advancemailsec,11,258361
core.chargeable.exchange,21,258382
core.chargeable.advancemailsec,21,258403
core.chargeable.encrygateway,15,258418
core.chargeable.exchange,15,258433
core.chargeable.advancemailsec,15,258448
core.chargeable.exchange,1,258449
core.chargeable.advancemailsec,1,258450
core.chargeable.exchange,1,258451
core.chargeable.advancemailsec,1,258452
core.chargeable.exchange,140,258592
core.chargeable.archivemailbox,140,258732
core.chargeable.advancemailsec,140,258872
core.chargeable.exchange,5,258877
core.chargeable.advancemailsec,5,258882
core.chargeable.exchange,7,258889
core.chargeable.advancemailsec,7,258896
core.chargeable.exchange,1,258897
core.chargeable.advancemailsec,1,258898
core.chargeable.exchange,1,258899
core.chargeable.advancemailsec,1,258900
core.chargeable.exchange,1,258901
core.chargeable.advancemailsec,1,258902
core.chargeable.exchange,4,258906
core.chargeable.advancemailsec,4,258910
core.chargeable.exchange,2,258912
core.chargeable.advancemailsec,2,258914
core.chargeable.exchange,1,258915
core.chargeable.advancemailsec,1,258916
core.chargeable.owa,1,258917
core.chargeable.activesync,1,258918
core.chargeable.advancemailsec,1,258919
core.chargeable.exchange,1,258920
core.chargeable.advancemailsec,1,258921
core.chargeable.encrygateway,15,258936
core.chargeable.exchange,15,258951
core.chargeable.advancemailsec,15,258966
core.chargeable.exchange,1,258967
core.chargeable.advancemailsec,1,258968
core.chargeable.exchange,3,258971
core.chargeable.advancemailsec,3,258974
core.chargeable.encrygateway,13,258987
core.chargeable.exchange,13,259000
core.chargeable.advancemailsec,13,259013
core.chargeable.exchange,1,259014
core.chargeable.archivemailbox,1,259015
core.chargeable.advancemailsec,1,259016
core.chargeable.exchange,7,259023
core.chargeable.advancemailsec,7,259030
core.chargeable.exchange,1,259031
core.chargeable.advancemailsec,1,259032
core.chargeable.exchange,1,259033
core.chargeable.advancemailsec,1,259034
core.chargeable.exchange,1,259035
core.chargeable.advancemailsec,1,259036
core.chargeable.exchange,1,259037
core.chargeable.advancemailsec,1,259038
core.chargeable.exchange,9,259047
core.chargeable.advancemailsec,9,259056
core.chargeable.exchange,4,259060
core.chargeable.advancemailsec,4,259064
core.chargeable.exchange,17,259081
core.chargeable.advancemailsec,17,259098
core.chargeable.exchange,4,259102
core.chargeable.advancemailsec,4,259106
core.chargeable.exchange,15,259121
core.chargeable.advancemailsec,15,259136
core.chargeable.exchange,7,259143
core.chargeable.advancemailsec,7,259150
core.chargeable.exchange,12,259162
core.chargeable.advancemailsec,12,259174
core.chargeable.exchange,4,259178
core.chargeable.advancemailsec,4,259182
core.chargeable.exchange,8,259190
core.chargeable.advancemailsec,8,259198
core.chargeable.exchange,1,259199
core.chargeable.advancemailsec,1,259200
core.chargeable.exchange,1,259201
core.chargeable.advancemailsec,1,259202
core.chargeable.exchange,1,259203
core.chargeable.advancemailsec,1,259204
core.chargeable.exchange,1,259205
core.chargeable.advancemailsec,1,259206
core.chargeable.exchange,1,259207
core.chargeable.sharesync2gbuser,1,259208
core.chargeable.advancemailsec,1,259209
core.chargeable.exchange,1,259210
core.chargeable.advancemailsec,1,259211
core.chargeable.exchange,1,259212
core.chargeable.advancemailsec,1,259213
core.chargeable.exchange,1,259214
core.chargeable.advancemailsec,1,259215
core.chargeable.exchange,2,259217
core.chargeable.advancemailsec,2,259219
core.chargeable.encrygateway,4,259223
core.chargeable.exchange,4,259227
core.chargeable.sp1gb,1,259228
core.chargeable.advancemailsec,4,259232
core.chargeable.exchange,6,259238
core.chargeable.sp1gb,1,259239
core.chargeable.advancemailsec,6,259245
core.chargeable.exchange,1,259246
core.chargeable.advancemailsec,1,259247
core.chargeable.exchange,1,259248
core.chargeable.advancemailsec,1,259249
core.chargeable.exchange,6,259255
core.chargeable.advancemailsec,6,259261
core.chargeable.exchange,1,259262
core.chargeable.advancemailsec,1,259263
core.chargeable.exchange,1,259264
core.chargeable.advancemailsec,1,259265
core.chargeable.exchange,2,259267
core.chargeable.advancemailsec,2,259269
core.chargeable.exchange,1,259270
core.chargeable.advancemailsec,1,259271
core.chargeable.exchange,1,259272
core.chargeable.advancemailsec,1,259273
core.chargeable.exchange,1,259274
core.chargeable.advancemailsec,1,259275
core.chargeable.exchange,2,259277
core.chargeable.advancemailsec,2,259279
core.chargeable.exchange,1,259280
core.chargeable.advancemailsec,1,259281
core.chargeable.exchange,1,259282
core.chargeable.advancemailsec,1,259283
core.chargeable.exchange,1,259284
core.chargeable.advancemailsec,1,259285
core.chargeable.exchange,1,259286
core.chargeable.advancemailsec,1,259287
core.chargeable.exchange,1,259288
core.chargeable.advancemailsec,1,259289
core.chargeable.exchange,1,259290
core.chargeable.advancemailsec,1,259291
core.chargeable.exchange,1,259292
core.chargeable.advancemailsec,1,259293
core.chargeable.exchange,21,259314
core.chargeable.archivemailbox,21,259335
core.chargeable.advancemailsec,21,259356
core.chargeable.exchange,2,259358
core.chargeable.advancemailsec,2,259360
core.chargeable.exchange,3,259363
core.chargeable.advancemailsec,3,259366
core.chargeable.exchange,4,259370
core.chargeable.advancemailsec,4,259374
core.chargeable.owa,1,259375
core.chargeable.advancemailsec,1,259376
core.chargeable.exchange,1,259377
core.chargeable.advancemailsec,1,259378
core.chargeable.encrymsg,1,259379
core.chargeable.outlook,1,259380
core.chargeable.exchange,1,259381
core.chargeable.advancemailsec,1,259382
core.chargeable.exchange,2,259384
core.chargeable.advancemailsec,2,259386
core.chargeable.exchange,1,259387
core.chargeable.advancemailsec,1,259388
core.chargeable.exchange,1,259389
core.chargeable.advancemailsec,1,259390
core.chargeable.exchange,1,259391
core.chargeable.advancemailsec,1,259392
core.chargeable.exchange,1,259393
core.chargeable.advancemailsec,1,259394
core.chargeable.exchange,2,259396
core.chargeable.advancemailsec,2,259398
core.chargeable.exchange,6,259404
core.chargeable.advancemailsec,6,259410
core.chargeable.exchange,1,259411
core.chargeable.sp1gb,1,259412
core.chargeable.advancemailsec,1,259413
core.chargeable.exchange,1,259414
core.chargeable.sp1gb,1,259415
core.chargeable.advancemailsec,1,259416
core.chargeable.exchange,3,259419
core.chargeable.sp1gb,1,259420
core.chargeable.advancemailsec,3,259423
core.chargeable.exchange,1,259424
core.chargeable.sp1gb,1,259425
core.chargeable.advancemailsec,1,259426
core.chargeable.exchange,1,259427
core.chargeable.sp1gb,1,259428
core.chargeable.advancemailsec,1,259429
core.chargeable.exchange,1,259430
core.chargeable.sp1gb,1,259431
core.chargeable.advancemailsec,1,259432
core.chargeable.exchange,1,259433
core.chargeable.sp1gb,1,259434
core.chargeable.advancemailsec,1,259435
core.chargeable.exchange,12,259447
core.chargeable.sp1gb,1,259448
core.chargeable.advancemailsec,12,259460
core.chargeable.exchange,1,259461
core.chargeable.sp1gb,1,259462
core.chargeable.advancemailsec,1,259463
core.chargeable.exchange,1,259464
core.chargeable.sp1gb,1,259465
core.chargeable.advancemailsec,1,259466
core.chargeable.exchange,2,259468
core.chargeable.sp1gb,1,259469
core.chargeable.advancemailsec,2,259471
core.chargeable.exchange,36,259507
core.chargeable.sp1gb,1,259508
core.chargeable.advancemailsec,36,259544
core.chargeable.exchange,1,259545
core.chargeable.sp1gb,1,259546
core.chargeable.advancemailsec,1,259547
core.chargeable.exchange,1,259548
core.chargeable.sp1gb,1,259549
core.chargeable.advancemailsec,1,259550
core.chargeable.exchange,1,259551
core.chargeable.sp1gb,1,259552
core.chargeable.advancemailsec,1,259553
core.chargeable.exchange,2,259555
core.chargeable.sp1gb,1,259556
core.chargeable.advancemailsec,2,259558
core.chargeable.exchange,1,259559
core.chargeable.sp1gb,1,259560
core.chargeable.advancemailsec,1,259561
core.chargeable.exchange,12,259573
core.chargeable.sp1gb,1,259574
core.chargeable.advancemailsec,12,259586
core.chargeable.exchange,3,259589
core.chargeable.sp1gb,1,259590
core.chargeable.advancemailsec,3,259593
core.chargeable.exchange,1,259594
core.chargeable.sp1gb,1,259595
core.chargeable.advancemailsec,1,259596
core.chargeable.exchange,1,259597
core.chargeable.sp1gb,1,259598
core.chargeable.advancemailsec,1,259599
core.chargeable.exchange,2,259601
core.chargeable.sp1gb,1,259602
core.chargeable.advancemailsec,2,259604
core.chargeable.exchange,14,259618
core.chargeable.sp1gb,1,259619
core.chargeable.advancemailsec,14,259633
core.chargeable.exchange,1,259634
core.chargeable.sp1gb,1,259635
core.chargeable.advancemailsec,1,259636
core.chargeable.exchange,1,259637
core.chargeable.sp1gb,1,259638
core.chargeable.advancemailsec,1,259639
core.chargeable.exchange,2,259641
core.chargeable.sp1gb,1,259642
core.chargeable.advancemailsec,2,259644
core.chargeable.exchange,1,259645
core.chargeable.advancemailsec,1,259646
core.chargeable.exchange,1,259647
core.chargeable.advancemailsec,1,259648
core.chargeable.exchange,2,259650
core.chargeable.advancemailsec,2,259652
core.chargeable.exchange,2,259654
core.chargeable.sp1gb,1,259655
core.chargeable.advancemailsec,2,259657
core.chargeable.exchange,2,259659
core.chargeable.sp1gb,1,259660
core.chargeable.advancemailsec,2,259662
core.chargeable.exchange,1,259663
core.chargeable.sp1gb,1,259664
core.chargeable.advancemailsec,1,259665
core.chargeable.exchange,1,259666
core.chargeable.sp1gb,1,259667
core.chargeable.advancemailsec,1,259668
core.chargeable.exchange,3,259671
core.chargeable.sp1gb,1,259672
core.chargeable.advancemailsec,3,259675
core.chargeable.exchange,3,259678
core.chargeable.sp1gb,1,259679
core.chargeable.advancemailsec,3,259682
core.chargeable.exchange,1,259683
core.chargeable.sp1gb,1,259684
core.chargeable.advancemailsec,1,259685
core.chargeable.outlook,1,259686
core.chargeable.exchange,1,259687
core.chargeable.advancemailsec,1,259688
core.chargeable.exchange,1,259689
core.chargeable.advancemailsec,1,259690
core.chargeable.exchange,1,259691
core.chargeable.advancemailsec,1,259692
core.chargeable.exchange,1,259693
core.chargeable.advancemailsec,1,259694
core.chargeable.exchange,1,259695
core.chargeable.advancemailsec,1,259696
core.chargeable.exchange,1,259697
core.chargeable.advancemailsec,1,259698
core.chargeable.exchange,1,259699
core.chargeable.advancemailsec,1,259700
core.chargeable.exchange,1,259701
core.chargeable.advancemailsec,1,259702
core.chargeable.exchange,1,259703
core.chargeable.advancemailsec,1,259704
core.chargeable.exchange,6,259710
core.chargeable.advancemailsec,6,259716
core.chargeable.exchange,1,259717
core.chargeable.advancemailsec,1,259718
core.chargeable.exchange,1,259719
core.chargeable.advancemailsec,1,259720
core.chargeable.exchange,1,259721
core.chargeable.advancemailsec,1,259722
core.chargeable.exchange,6,259728
core.chargeable.advancemailsec,6,259734
core.chargeable.exchange,1,259735
core.chargeable.advancemailsec,1,259736
core.chargeable.exchange,5,259741
core.chargeable.advancemailsec,5,259746
core.chargeable.exchange,9,259755
core.chargeable.advancemailsec,9,259764
core.chargeable.exchange,1,259765
core.chargeable.advancemailsec,1,259766
core.chargeable.exchange,1,259767
core.chargeable.advancemailsec,1,259768
core.chargeable.exchange,7,259775
core.chargeable.sp1gb,1,259776
core.chargeable.advancemailsec,7,259783
core.chargeable.exchange,1,259784
core.chargeable.sp1gb,1,259785
core.chargeable.advancemailsec,1,259786
core.chargeable.exchange,1,259787
core.chargeable.sp1gb,1,259788
core.chargeable.advancemailsec,1,259789
core.chargeable.exchange,1,259790
core.chargeable.sp1gb,1,259791
core.chargeable.advancemailsec,1,259792
core.chargeable.exchange,1,259793
core.chargeable.sp1gb,1,259794
core.chargeable.advancemailsec,1,259795
core.chargeable.exchange,3,259798
core.chargeable.sp1gb,1,259799
core.chargeable.advancemailsec,3,259802
core.chargeable.exchange,1,259803
core.chargeable.sp1gb,1,259804
core.chargeable.advancemailsec,1,259805
core.chargeable.exchange,1,259806
core.chargeable.sp1gb,1,259807
core.chargeable.advancemailsec,1,259808
core.chargeable.exchange,2,259810
core.chargeable.sp1gb,1,259811
core.chargeable.advancemailsec,2,259813
core.chargeable.exchange,6,259819
core.chargeable.sp1gb,1,259820
core.chargeable.advancemailsec,6,259826
core.chargeable.exchange,1,259827
core.chargeable.sp1gb,1,259828
core.chargeable.advancemailsec,1,259829
core.chargeable.exchange,4,259833
core.chargeable.sp1gb,1,259834
core.chargeable.advancemailsec,4,259838
core.chargeable.exchange,5,259843
core.chargeable.sp1gb,1,259844
core.chargeable.advancemailsec,5,259849
core.chargeable.exchange,1,259850
core.chargeable.sp1gb,1,259851
core.chargeable.advancemailsec,1,259852
core.chargeable.exchange,1,259853
core.chargeable.sp1gb,1,259854
core.chargeable.advancemailsec,1,259855
core.chargeable.exchange,1,259856
core.chargeable.advancemailsec,1,259857
core.chargeable.exchange,7,259864
core.chargeable.advancemailsec,7,259871
core.chargeable.exchange,1,259872
core.chargeable.advancemailsec,1,259873
core.chargeable.exchange,1,259874
core.chargeable.sp1gb,1,259875
core.chargeable.advancemailsec,1,259876
core.chargeable.exchange,1,259877
core.chargeable.sp1gb,1,259878
core.chargeable.advancemailsec,1,259879
core.chargeable.exchange,1,259880
core.chargeable.sp1gb,1,259881
core.chargeable.advancemailsec,1,259882
core.chargeable.exchange,1,259883
core.chargeable.sp1gb,1,259884
core.chargeable.advancemailsec,1,259885
core.chargeable.exchange,7,259892
core.chargeable.sp1gb,1,259893
core.chargeable.advancemailsec,7,259900
core.chargeable.encrygateway,5,259905
core.chargeable.exchange,5,259910
core.chargeable.sp1gb,1,259911
core.chargeable.advancemailsec,5,259916
core.chargeable.exchange,3,259919
core.chargeable.advancemailsec,3,259922
core.chargeable.exchange,1,259923
core.chargeable.advancemailsec,1,259924
core.chargeable.exchange,17,259941
core.chargeable.advancemailsec,17,259958
core.chargeable.exchange,1,259959
core.chargeable.advancemailsec,1,259960
core.chargeable.exchange,2,259962
core.chargeable.advancemailsec,2,259964
core.chargeable.exchange,7,259971
core.chargeable.advancemailsec,7,259978
core.chargeable.exchange,1,259979
core.chargeable.advancemailsec,1,259980
core.chargeable.exchange,1,259981
core.chargeable.advancemailsec,1,259982
core.chargeable.exchange,3,259985
core.chargeable.advancemailsec,3,259988
core.chargeable.exchange,3,259991
core.chargeable.advancemailsec,3,259994
core.chargeable.exchange,1,259995
core.chargeable.advancemailsec,1,259996
core.chargeable.exchange,3,259999
core.chargeable.advancemailsec,3,260002
core.chargeable.exchange,1,260003
core.chargeable.advancemailsec,1,260004
core.chargeable.exchange,7,260011
core.chargeable.advancemailsec,7,260018
core.chargeable.exchange,2,260020
core.chargeable.advancemailsec,2,260022
core.chargeable.exchange,1,260023
core.chargeable.advancemailsec,1,260024
core.chargeable.exchange,10,260034
core.chargeable.advancemailsec,10,260044
core.chargeable.exchange,1,260045
core.chargeable.advancemailsec,1,260046
core.chargeable.exchange,1,260047
core.chargeable.advancemailsec,1,260048
core.chargeable.exchange,1,260049
core.chargeable.advancemailsec,1,260050
core.chargeable.exchange,1,260051
core.chargeable.advancemailsec,1,260052
core.chargeable.exchange,3,260055
core.chargeable.advancemailsec,3,260058
core.chargeable.exchange,1,260059
core.chargeable.advancemailsec,1,260060
core.chargeable.exchange,2,260062
core.chargeable.advancemailsec,2,260064
core.chargeable.exchange,2,260066
core.chargeable.advancemailsec,2,260068
core.chargeable.exchange,6,260074
core.chargeable.advancemailsec,6,260080
core.chargeable.exchange,1,260081
core.chargeable.advancemailsec,1,260082
core.chargeable.encrygateway,2,260084
core.chargeable.exchange,2,260086
core.chargeable.advancemailsec,2,260088
core.chargeable.exchange,10,260098
core.chargeable.advancemailsec,10,260108
core.chargeable.exchange,2,260110
core.chargeable.advancemailsec,2,260112
core.chargeable.exchange,9,260121
core.chargeable.advancemailsec,9,260130
core.chargeable.exchange,3,260133
core.chargeable.advancemailsec,3,260136
core.chargeable.exchange,3,260139
core.chargeable.advancemailsec,3,260142
core.chargeable.exchange,4,260146
core.chargeable.advancemailsec,4,260150
core.chargeable.exchange,1,260151
core.chargeable.advancemailsec,1,260152
core.chargeable.exchange,1,260153
core.chargeable.advancemailsec,1,260154
core.chargeable.exchange,1,260155
core.chargeable.advancemailsec,1,260156
core.chargeable.exchange,59,260215
core.chargeable.advancemailsec,59,260274
core.chargeable.exchange,2,260276
core.chargeable.advancemailsec,2,260278
core.chargeable.exchange,7,260285
core.chargeable.advancemailsec,7,260292
core.chargeable.exchange,1,260293
core.chargeable.advancemailsec,1,260294
core.chargeable.addowaspace,8000,268294
core.chargeable.owa,1,268295
core.chargeable.activesync,1,268296
core.chargeable.advancemailsec,1,268297
core.chargeable.exchange,9,268306
core.chargeable.advancemailsec,9,268315
core.chargeable.exchange,2,268317
core.chargeable.advancemailsec,2,268319
core.chargeable.encrygateway,1,268320
core.chargeable.exchange,1,268321
core.chargeable.advancemailsec,1,268322
core.chargeable.exchange,5,268327
core.chargeable.advancemailsec,5,268332
core.chargeable.exchange,3,268335
core.chargeable.advancemailsec,3,268338
core.chargeable.exchange,1,268339
core.chargeable.advancemailsec,1,268340
core.chargeable.exchange,1,268341
core.chargeable.advancemailsec,1,268342
core.chargeable.exchange,2,268344
core.chargeable.advancemailsec,2,268346
core.chargeable.exchange,8,268354
core.chargeable.resource,1,268355
core.chargeable.advancemailsec,8,268363
core.chargeable.exchange,1,268364
core.chargeable.advancemailsec,1,268365
core.chargeable.exchange,1,268366
core.chargeable.advancemailsec,1,268367
core.chargeable.exchange,8,268375
core.chargeable.advancemailsec,8,268383
core.chargeable.exchange,2,268385
core.chargeable.advancemailsec,2,268387
core.chargeable.exchange,8,268395
core.chargeable.advancemailsec,8,268403
core.chargeable.exchange,1,268404
core.chargeable.advancemailsec,1,268405
core.chargeable.exchange,1,268406
core.chargeable.advancemailsec,1,268407
core.chargeable.exchange,6,268413
core.chargeable.advancemailsec,6,268419
core.chargeable.exchange,1,268420
core.chargeable.advancemailsec,1,268421
core.chargeable.exchange,12,268433
core.chargeable.advancemailsec,12,268445
core.chargeable.exchange,1,268446
core.chargeable.advancemailsec,1,268447
core.chargeable.exchange,1,268448
core.chargeable.advancemailsec,1,268449
core.chargeable.exchange,2,268451
core.chargeable.archivemailbox,2,268453
core.chargeable.advancemailsec,2,268455
core.chargeable.exchange,4,268459
core.chargeable.advancemailsec,4,268463
core.chargeable.exchange,1,268464
core.chargeable.advancemailsec,1,268465
core.chargeable.exchange,1,268466
core.chargeable.advancemailsec,1,268467
core.chargeable.exchange,1,268468
core.chargeable.advancemailsec,1,268469
core.chargeable.exchange,1,268470
core.chargeable.advancemailsec,1,268471
core.chargeable.exchange,1,268472
core.chargeable.owa,1,268473
core.chargeable.activesync,1,268474
core.chargeable.advancemailsec,2,268476
core.chargeable.exchange,2,268478
core.chargeable.archivemailbox,2,268480
core.chargeable.advancemailsec,2,268482
core.chargeable.exchange,22,268504
core.chargeable.advancemailsec,22,268526
core.chargeable.exchange,5,268531
core.chargeable.advancemailsec,5,268536
core.chargeable.exchange,3,268539
core.chargeable.advancemailsec,3,268542
core.chargeable.exchange,1,268543
core.chargeable.advancemailsec,1,268544
core.chargeable.exchange,1,268545
core.chargeable.advancemailsec,1,268546
core.chargeable.exchange,3,268549
core.chargeable.advancemailsec,3,268552
core.chargeable.exchange,14,268566
core.chargeable.sp1gb,1,268567
core.chargeable.advancemailsec,14,268581
core.chargeable.exchange,20,268601
core.chargeable.sp1gb,1,268602
core.chargeable.advancemailsec,20,268622
core.chargeable.encrygateway,61,268683
core.chargeable.exchange,61,268744
core.chargeable.resource,3,268747
core.chargeable.sp1gb,1,268748
core.chargeable.advancemailsec,61,268809
core.chargeable.exchange,1,268810
core.chargeable.sp1gb,1,268811
core.chargeable.advancemailsec,1,268812
core.chargeable.exchange,4,268816
core.chargeable.sp1gb,1,268817
core.chargeable.advancemailsec,4,268821
core.chargeable.exchange,1,268822
core.chargeable.advancemailsec,1,268823
core.chargeable.exchange,1,268824
core.chargeable.advancemailsec,1,268825
core.chargeable.exchange,5,268830
core.chargeable.advancemailsec,5,268835
core.chargeable.exchange,1,268836
core.chargeable.advancemailsec,1,268837
core.chargeable.exchange,1,268838
core.chargeable.advancemailsec,1,268839
core.chargeable.exchange,12,268851
core.chargeable.advancemailsec,12,268863
core.chargeable.exchange,10,268873
core.chargeable.advancemailsec,10,268883
core.chargeable.encrygateway,5,268888
core.chargeable.exchange,5,268893
core.chargeable.advancemailsec,5,268898
core.chargeable.exchange,2,268900
core.chargeable.advancemailsec,2,268902
